"","LGA","Rep_DS","State","U5_coverage","adult_coverage","severe_cases","simday","duration","year","start_day_override","scenario"
"6512","Ijumu","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2028,-1,NA
"6513","Ika","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2028,-1,NA
"6514","Ika North East","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2028,-1,NA
"6515","Ika South","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2028,-1,NA
"6516","Ikara","Soba",NA,0.02049469,0.02049469,0.49,0,-1,2028,-1,NA
"6517","Ikeduru","Ngor-Okpala",NA,0.185892623,0.185892623,0.49,0,-1,2028,-1,NA
"6518","Ikeja","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2028,-1,NA
"6519","Ikenne","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2028,-1,NA
"6520","Ikere","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2028,-1,NA
"6521","Ikole","Oke-Ero",NA,0.026328373,0.026328373,0.49,0,-1,2028,-1,NA
"6522","Ikom","Obubra",NA,0.41009749,0.41009749,0.49,0,-1,2028,-1,NA
"6523","Ikono","Ngor-Okpala",NA,0.5,0.5,0.49,0,-1,2028,-1,NA
"6524","Ikorodu","Uzo-Uwani",NA,0.159507461,0.159507461,0.49,0,-1,2028,-1,NA
"6525","Ikot Abasi","Nsit Ubium",NA,0.5,0.5,0.49,0,-1,2028,-1,NA
"6526","Ikot Ekpene","Ngor-Okpala",NA,0.163310644,0.163310644,0.49,0,-1,2028,-1,NA
"6527","Ikpoba-Okha","Uzo-Uwani",NA,0.171130973,0.171130973,0.49,0,-1,2028,-1,NA
"6528","Ikwerre","Oru West",NA,0.319487623,0.319487623,0.49,0,-1,2028,-1,NA
"6529","Ikwo","Obubra",NA,0.473701419,0.473701419,0.49,0,-1,2028,-1,NA
"6530","Ikwuano","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2028,-1,NA
"6531","Ila","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2028,-1,NA
"6532","Ilaje","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2028,-1,NA
"6533","Ilemeji","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2028,-1,NA
"6534","Ile-Oluji-Okeigbo","Oke-Ero",NA,0.444444444,0.444444444,0.49,0,-1,2028,-1,NA
"6535","Ilesha East","Owan East",NA,0.5,0.5,0.49,0,-1,2028,-1,NA
"6536","Ilesha West","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2028,-1,NA
"6537","Illela","Gawabawa",NA,0.023485083,0.023485083,0.49,0,-1,2028,-1,NA
"6538","Ilorin East","Oke-Ero",NA,0.388931756,0.388931756,0.49,0,-1,2028,-1,NA
"6539","Ilorin South","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2028,-1,NA
"6540","Ilorin West","Owan East",NA,0.335999959,0.335999959,0.49,0,-1,2028,-1,NA
"6541","Imeko-Afon","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2028,-1,NA
"6542","Ingawa","Rimi",NA,0.055555556,0.055555556,0.49,0,-1,2028,-1,NA
"6543","Ini","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2028,-1,NA
"6544","Ipokia","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2028,-1,NA
"6545","Irele","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2028,-1,NA
"6546","Irepo","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2028,-1,NA
"6547","Irepodun1","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2028,-1,NA
"6548","Irepodun2","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2028,-1,NA
"6549","Irepodun-Ifelodun","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2028,-1,NA
"6550","Irewole","Akinyele",NA,0.477272783,0.477272783,0.49,0,-1,2028,-1,NA
"6551","Isa","Rimi",NA,0.209995572,0.209995572,0.49,0,-1,2028,-1,NA
"6552","Ise-Orun","Oke-Ero",NA,0.5,0.5,0.49,0,-1,2028,-1,NA
"6553","Iseyin","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2028,-1,NA
"6554","Ishielu","Owan East",NA,0.234735547,0.234735547,0.49,0,-1,2028,-1,NA
"6555","Isiala Mbano","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2028,-1,NA
"6556","Isiala-Ngwa North","Ngor-Okpala",NA,0.339461936,0.339461936,0.49,0,-1,2028,-1,NA
"6557","Isiala-Ngwa South","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2028,-1,NA
"6558","Isin","Ngor-Okpala",NA,0.533062111,0.533062111,0.49,0,-1,2028,-1,NA
"6559","Isi-Uzo","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2028,-1,NA
"6560","Isokan","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2028,-1,NA
"6561","Isoko North","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2028,-1,NA
"6562","Isoko South","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2028,-1,NA
"6563","Isu","Ngor-Okpala",NA,0.5,0.5,0.49,0,-1,2028,-1,NA
"6564","Isuikwato","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2028,-1,NA
"6565","Itas-Gadau","Taura",NA,0.174288617,0.174288617,0.49,0,-1,2028,-1,NA
"6566","Itesiwaju","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2028,-1,NA
"6567","Itu","Ngor-Okpala",NA,0.666666667,0.666666667,0.49,0,-1,2028,-1,NA
"6568","Ivo","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2028,-1,NA
"6569","Iwajowa","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2028,-1,NA
"6570","Iwo","Akinyele",NA,0.464031025,0.464031025,0.49,0,-1,2028,-1,NA
"6571","Izzi","Owan East",NA,0.486885732,0.486885732,0.49,0,-1,2028,-1,NA
"6572","Jaba","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2028,-1,NA
"6573","Jada","Alkaleri",NA,0.095661138,0.095661138,0.49,0,-1,2028,-1,NA
"6574","Jahun","Taura",NA,0.22134251,0.22134251,0.49,0,-1,2028,-1,NA
"6575","Jakusko","Taura",NA,0.174928041,0.174928041,0.49,0,-1,2028,-1,NA
"6576","Jalingo","Keana",NA,0.342657285,0.342657285,0.49,0,-1,2028,-1,NA
"6577","Jama'are","Taura",NA,0.141960062,0.141960062,0.49,0,-1,2028,-1,NA
"6578","Jega","Birnin Kebbi",NA,0.566772845,0.566772845,0.49,0,-1,2028,-1,NA
"6579","Jema'a","Soba",NA,0.13917526,0.13917526,0.49,0,-1,2028,-1,NA
"6580","Jere","Gawabawa",NA,0.5,0.5,0.49,0,-1,2028,-1,NA
"6581","Jibia","Rimi",NA,0.333333333,0.333333333,0.49,0,-1,2028,-1,NA
"6582","Jos East","Soba",NA,0.5,0.5,0.49,0,-1,2028,-1,NA
"6583","Jos North","Soba",NA,0.10462622,0.10462622,0.49,0,-1,2028,-1,NA
"6584","Jos South","Soba",NA,0.02049469,0.02049469,0.49,0,-1,2028,-1,NA
"6585","Kabba-Bunu","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2028,-1,NA
"6586","Kabo","Gwarzo",NA,0.328669685,0.328669685,0.49,0,-1,2028,-1,NA
"6587","Kachia","Ngor-Okpala",NA,0.026107845,0.026107845,0.49,0,-1,2028,-1,NA
"6588","Kaduna North","Soba",NA,0.065737057,0.065737057,0.49,0,-1,2028,-1,NA
"6589","Kaduna South","Soba",NA,0.02049469,0.02049469,0.49,0,-1,2028,-1,NA
"6590","Kafin Hausa","Taura",NA,0.41906863,0.41906863,0.49,0,-1,2028,-1,NA
"6591","Kafur","Gwarzo",NA,0.204678348,0.204678348,0.49,0,-1,2028,-1,NA
"6592","Kaga","Darazo",NA,0.114371076,0.114371076,0.49,0,-1,2028,-1,NA
"6593","Kagarko","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2028,-1,NA
"6594","Kaiama","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2028,-1,NA
"6595","Kaita","Rimi",NA,0.153846154,0.153846154,0.49,0,-1,2028,-1,NA
"6596","Kajola","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2028,-1,NA
"6597","Kajuru","Soba",NA,0.02049469,0.02049469,0.49,0,-1,2028,-1,NA
"6598","Kala-Balge","Darazo",NA,0.114371076,0.114371076,0.49,0,-1,2028,-1,NA
"6599","Kalgo","Birnin Kebbi",NA,0.528194641,0.528194641,0.49,0,-1,2028,-1,NA
"6600","Kaltungo","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2028,-1,NA
"6601","Kanam","Alkaleri",NA,0.297169748,0.297169748,0.49,0,-1,2028,-1,NA
"6602","Kankara","Rimi",NA,0.209995572,0.209995572,0.49,0,-1,2028,-1,NA
"6603","Kanke","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2028,-1,NA
"6604","Kankia","Rimi",NA,0.285714286,0.285714286,0.49,0,-1,2028,-1,NA
"6605","Kano Municipal","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2028,-1,NA
"6606","Karasuwa","Taura",NA,0.057494575,0.057494575,0.49,0,-1,2028,-1,NA
"6607","Karaye","Gwarzo",NA,0.416666667,0.416666667,0.49,0,-1,2028,-1,NA
"6608","Karin-Lamido","Alkaleri",NA,0.156914887,0.156914887,0.49,0,-1,2028,-1,NA
"6609","Karu","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2028,-1,NA
"6610","Katagum","Gwarzo",NA,0.116822469,0.116822469,0.49,0,-1,2028,-1,NA
"6611","Katcha","Oke-Ero",NA,0.306471335,0.306471335,0.49,0,-1,2028,-1,NA
"6612","Katsina","Rimi",NA,0.498949589,0.498949589,0.49,0,-1,2028,-1,NA
"6613","Katsina-Ala","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2028,-1,NA
"6614","Kaugama","Taura",NA,0.111111111,0.111111111,0.49,0,-1,2028,-1,NA
"6615","Kaura","Soba",NA,0.02049469,0.02049469,0.49,0,-1,2028,-1,NA
"6616","Kaura-Namoda","Rimi",NA,0.209995572,0.209995572,0.49,0,-1,2028,-1,NA
"6617","Kauru","Soba",NA,0.02049469,0.02049469,0.49,0,-1,2028,-1,NA
"6618","Kazaure","Babura",NA,0.3125,0.3125,0.49,0,-1,2028,-1,NA
"6619","Keana","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2028,-1,NA
"6620","Kebbe","Birnin Kebbi",NA,0.42225568,0.42225568,0.49,0,-1,2028,-1,NA
"6621","Keffi","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2028,-1,NA
"6622","Khana","Nsit Ubium",NA,0.285714286,0.285714286,0.49,0,-1,2028,-1,NA
"6623","Kibiya","Gwarzo",NA,0.172172547,0.172172547,0.49,0,-1,2028,-1,NA
"6624","Kirfi","Alkaleri",NA,0.076923077,0.076923077,0.49,0,-1,2028,-1,NA
"6625","Kiri Kasamma","Taura",NA,0.293729355,0.293729355,0.49,0,-1,2028,-1,NA
"6626","Kiru","Gwarzo",NA,0.238749426,0.238749426,0.49,0,-1,2028,-1,NA
"6627","Kiyawa","Takali",NA,0.142857143,0.142857143,0.49,0,-1,2028,-1,NA
"6628","Kogi","Keana",NA,0.333333333,0.333333333,0.49,0,-1,2028,-1,NA
"6629","Koko-Besse","Birnin Kebbi",NA,0.630339538,0.630339538,0.49,0,-1,2028,-1,NA
"6630","Kokona","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2028,-1,NA
"6631","Kolokuma-Opokuma","Ahoada West",NA,0.389048955,0.389048955,0.49,0,-1,2028,-1,NA
"6632","Konduga","Darazo",NA,0.5,0.5,0.49,0,-1,2028,-1,NA
"6633","Konshisha","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2028,-1,NA
"6634","Kontagora","Oke-Ero",NA,0.320938838,0.320938838,0.49,0,-1,2028,-1,NA
"6635","Kosofe","Isoko South",NA,0.691001687,0.691001687,0.49,0,-1,2028,-1,NA
"6636","Kubau","Soba",NA,0.02049469,0.02049469,0.49,0,-1,2028,-1,NA
"6637","Kudan","Giwa",NA,0.130508332,0.130508332,0.49,0,-1,2028,-1,NA
"6638","Kuje","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2028,-1,NA
"6639","Kukawa","Babura",NA,0.6,0.6,0.49,0,-1,2028,-1,NA
"6640","Kumbotso","Taura",NA,0.174928041,0.174928041,0.49,0,-1,2028,-1,NA
"6641","Kunchi","Babura",NA,0.147410353,0.147410353,0.49,0,-1,2028,-1,NA
"6642","Kura","Gwarzo",NA,0.222222222,0.222222222,0.49,0,-1,2028,-1,NA
"6643","Kurfi","Rimi",NA,0.209995572,0.209995572,0.49,0,-1,2028,-1,NA
"6644","Kurmi","Oru West",NA,0.4,0.4,0.49,0,-1,2028,-1,NA
"6645","Kusada","Rimi",NA,0.1875,0.1875,0.49,0,-1,2028,-1,NA
"6646","Kwali","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2028,-1,NA
"6647","Kwami","Alkaleri",NA,0.069494533,0.069494533,0.49,0,-1,2028,-1,NA
"6648","Kwande","Oke-Ero",NA,0.188679397,0.188679397,0.49,0,-1,2028,-1,NA
"6649","Kware","Gawabawa",NA,0.2,0.2,0.49,0,-1,2028,-1,NA
"6650","Kwaya Kusar","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2028,-1,NA
"6651","Lafia","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2028,-1,NA
"6652","Lagelu","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2028,-1,NA
"6653","Lagos Island","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2028,-1,NA
"6654","Lagos Mainland","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2028,-1,NA
"6655","Lamurde","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2028,-1,NA
"6656","Langtang North","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2028,-1,NA
"6657","Langtang South","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2028,-1,NA
"6658","Lapai","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2028,-1,NA
"6659","Lau","Alkaleri",NA,0.181818182,0.181818182,0.49,0,-1,2028,-1,NA
"6660","Lavun","Oke-Ero",NA,0.409442103,0.409442103,0.49,0,-1,2028,-1,NA
"6661","Lere","Soba",NA,0.02049469,0.02049469,0.49,0,-1,2028,-1,NA
"6662","Logo","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2028,-1,NA
"6663","Lokoja","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2028,-1,NA
"6664","Machina","Taura",NA,0.054679287,0.054679287,0.49,0,-1,2028,-1,NA
"6665","Madagali","Darazo",NA,0.114371076,0.114371076,0.49,0,-1,2028,-1,NA
"6666","Madobi","Taura",NA,0.174928041,0.174928041,0.49,0,-1,2028,-1,NA
"6667","Mafa","Darazo",NA,0.114371076,0.114371076,0.49,0,-1,2028,-1,NA
"6668","Magama","Oke-Ero",NA,0.302301803,0.302301803,0.49,0,-1,2028,-1,NA
"6669","Magumeri","Gawabawa",NA,0.106631444,0.106631444,0.49,0,-1,2028,-1,NA
"6670","Mai'Adua","Rimi",NA,0.4,0.4,0.49,0,-1,2028,-1,NA
"6671","Maiduguri","Darazo",NA,0.031180397,0.031180397,0.49,0,-1,2028,-1,NA
"6672","Maigatari","Babura",NA,0.20590316,0.20590316,0.49,0,-1,2028,-1,NA
"6673","Maiha","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2028,-1,NA
"6674","Maiyama","Birnin Kebbi",NA,0.722222222,0.722222222,0.49,0,-1,2028,-1,NA
"6675","Makoda","Babura",NA,0.6,0.6,0.49,0,-1,2028,-1,NA
"6676","Makurdi","Keana",NA,0.084369554,0.084369554,0.49,0,-1,2028,-1,NA
"6677","Malam Madori","Taura",NA,0.5,0.5,0.49,0,-1,2028,-1,NA
"6678","Malumfashi","Gwarzo",NA,0.666666667,0.666666667,0.49,0,-1,2028,-1,NA
"6679","Mangu","Darazo",NA,0.286332243,0.286332243,0.49,0,-1,2028,-1,NA
"6680","Mani","Rimi",NA,0.199881617,0.199881617,0.49,0,-1,2028,-1,NA
"6681","Maradun","Darazo",NA,0.073493989,0.073493989,0.49,0,-1,2028,-1,NA
"6682","Mariga","Oke-Ero",NA,0.1,0.1,0.49,0,-1,2028,-1,NA
"6683","Markafi","Gwarzo",NA,0.172172547,0.172172547,0.49,0,-1,2028,-1,NA
"6684","Marte","Babura",NA,0.349277359,0.349277359,0.49,0,-1,2028,-1,NA
"6685","Maru","Giwa",NA,0.130508332,0.130508332,0.49,0,-1,2028,-1,NA
"6686","Mashegu","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2028,-1,NA
"6687","Mashi","Rimi",NA,0.166666667,0.166666667,0.49,0,-1,2028,-1,NA
"6688","Matazuu","Rimi",NA,0.285714286,0.285714286,0.49,0,-1,2028,-1,NA
"6689","Mayo-Belwa","Alkaleri",NA,0.545454545,0.545454545,0.49,0,-1,2028,-1,NA
"6690","Mbaitoli","Ngor-Okpala",NA,0.37771346,0.37771346,0.49,0,-1,2028,-1,NA
"6691","Mbo","Nsit Ubium",NA,0.1,0.1,0.49,0,-1,2028,-1,NA
"6692","Michika","Darazo",NA,0.114371076,0.114371076,0.49,0,-1,2028,-1,NA
"6693","Miga","Taura",NA,0.111111111,0.111111111,0.49,0,-1,2028,-1,NA
"6694","Mikang","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2028,-1,NA
"6695","Minjibir","Taura",NA,0.537957946,0.537957946,0.49,0,-1,2028,-1,NA
"6696","Misau","Darazo",NA,0.122470573,0.122470573,0.49,0,-1,2028,-1,NA
"6697","Mkpat Enin","Nsit Ubium",NA,0.37995598,0.37995598,0.49,0,-1,2028,-1,NA
"6698","Moba","Oke-Ero",NA,0.086996203,0.086996203,0.49,0,-1,2028,-1,NA
"6699","Mobbar","Babura",NA,0.524066481,0.524066481,0.49,0,-1,2028,-1,NA
"6700","Mokwa","Oke-Ero",NA,0.255880274,0.255880274,0.49,0,-1,2028,-1,NA
"6701","Monguno","Babura",NA,0.349277359,0.349277359,0.49,0,-1,2028,-1,NA
"6702","Mopa-Muro","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2028,-1,NA
"6703","Moro","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2028,-1,NA
"6704","Mubi North","Darazo",NA,0.222784613,0.222784613,0.49,0,-1,2028,-1,NA
"6705","Mubi South","Darazo",NA,0.056373989,0.056373989,0.49,0,-1,2028,-1,NA
"6706","Musawa","Gwarzo",NA,0.368421053,0.368421053,0.49,0,-1,2028,-1,NA
"6707","Mushin","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2028,-1,NA
"6708","Muya","Giwa",NA,0.357142857,0.357142857,0.49,0,-1,2028,-1,NA
"6709","Nafada","Alkaleri",NA,0.20161137,0.20161137,0.49,0,-1,2028,-1,NA
"6710","Nangere","Darazo",NA,0.033333333,0.033333333,0.49,0,-1,2028,-1,NA
"6711","Nasarawa1","Alkaleri",NA,0.234127553,0.234127553,0.49,0,-1,2028,-1,NA
"6712","Nasarawa2","Alkaleri",NA,0.366085612,0.366085612,0.49,0,-1,2028,-1,NA
"6713","Nasarawa-Eggon","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2028,-1,NA
"6714","Ndokwa East","Ahoada West",NA,0.246461454,0.246461454,0.49,0,-1,2028,-1,NA
"6715","Ndokwa West","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2028,-1,NA
"6716","Nembe","Ahoada West",NA,0.25,0.25,0.49,0,-1,2028,-1,NA
"6717","Ngala","Taura",NA,0.174928041,0.174928041,0.49,0,-1,2028,-1,NA
"6718","Nganzai","Gawabawa",NA,0.106631444,0.106631444,0.49,0,-1,2028,-1,NA
"6719","Ngaski","Owan East",NA,0.604290953,0.604290953,0.49,0,-1,2028,-1,NA
"6720","Ngor-Okpala","Ngor-Okpala",NA,0.555555556,0.555555556,0.49,0,-1,2028,-1,NA
"6721","Nguru","Taura",NA,0.174928041,0.174928041,0.49,0,-1,2028,-1,NA
"6722","Ningi","Takali",NA,0.085910642,0.085910642,0.49,0,-1,2028,-1,NA
"6723","Njaba","Ngor-Okpala",NA,0.8,0.8,0.49,0,-1,2028,-1,NA
"6724","Njikoka","Uzo-Uwani",NA,0.666666667,0.666666667,0.49,0,-1,2028,-1,NA
"6725","Nkanu East","Owan East",NA,0.446239251,0.446239251,0.49,0,-1,2028,-1,NA
"6726","Nkanu West","Uzo-Uwani",NA,0.420192485,0.420192485,0.49,0,-1,2028,-1,NA
"6727","Nkwerre","Ngor-Okpala",NA,0.25,0.25,0.49,0,-1,2028,-1,NA
"6728","Nnewi North","Oru West",NA,0.411077428,0.411077428,0.49,0,-1,2028,-1,NA
"6729","Nnewi South","Oru West",NA,0.573883177,0.573883177,0.49,0,-1,2028,-1,NA
"6730","Nsit Atai","Nsit Ubium",NA,0.297727761,0.297727761,0.49,0,-1,2028,-1,NA
"6731","Nsit Ibom","Nsit Ubium",NA,0.25,0.25,0.49,0,-1,2028,-1,NA
"6732","Nsit Ubium","Nsit Ubium",NA,0.428571429,0.428571429,0.49,0,-1,2028,-1,NA
"6733","Nsukka","Uzo-Uwani",NA,0.405325453,0.405325453,0.49,0,-1,2028,-1,NA
"6734","Numan","Alkaleri",NA,0.647058824,0.647058824,0.49,0,-1,2028,-1,NA
"6735","Nwangele","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2028,-1,NA
"6736","Obafemi-Owode","Owan East",NA,0.455464296,0.455464296,0.49,0,-1,2028,-1,NA
"6737","Obanliku","Obubra",NA,0.41009749,0.41009749,0.49,0,-1,2028,-1,NA
"6738","Obi Nwa","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2028,-1,NA
"6739","Obi1","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2028,-1,NA
"6740","Obi2","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2028,-1,NA
"6741","Obia-Akpor","Ahoada West",NA,0.213483794,0.213483794,0.49,0,-1,2028,-1,NA
"6742","Obokun","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2028,-1,NA
"6743","Obot Akara","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2028,-1,NA
"6744","Obowo","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2028,-1,NA
"6745","Obubra","Obubra",NA,0.41009749,0.41009749,0.49,0,-1,2028,-1,NA
"6746","Obudu","Obubra",NA,0.41009749,0.41009749,0.49,0,-1,2028,-1,NA
"6747","Odeda","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2028,-1,NA
"6748","Odigbo","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2028,-1,NA
"6749","Odogbolu","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2028,-1,NA
"6750","Odo-Otin","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2028,-1,NA
"6751","Odukpani","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2028,-1,NA
"6752","Offa","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2028,-1,NA
"6753","Ofu","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2028,-1,NA
"6754","Ogbadibo","Ahoada West",NA,0.135679232,0.135679232,0.49,0,-1,2028,-1,NA
"6755","Ogba-Egbema-Ndoni","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2028,-1,NA
"6756","Ogbaru","Ahoada West",NA,0.666666667,0.666666667,0.49,0,-1,2028,-1,NA
"6757","Ogbia","Ahoada West",NA,0.246461454,0.246461454,0.49,0,-1,2028,-1,NA
"6758","Ogbomosho North","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2028,-1,NA
"6759","Ogbomosho South","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2028,-1,NA
"6760","Ogo Oluwa","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2028,-1,NA
"6761","Ogoja","Obubra",NA,0.41009749,0.41009749,0.49,0,-1,2028,-1,NA
"6762","Ogori-Mangongo","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2028,-1,NA
"6763","Ogu-Bolo","Nsit Ubium",NA,0.297727761,0.297727761,0.49,0,-1,2028,-1,NA
"6764","Ogun waterside","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2028,-1,NA
"6765","Oguta","Oru West",NA,0.5,0.5,0.49,0,-1,2028,-1,NA
"6766","Ohafia","Ngor-Okpala",NA,0.283373403,0.283373403,0.49,0,-1,2028,-1,NA
"6767","Ohaji-Egbema","Oru West",NA,0.466885712,0.466885712,0.49,0,-1,2028,-1,NA
"6768","Ohaozara","Obubra",NA,0.689516124,0.689516124,0.49,0,-1,2028,-1,NA
"6769","Ohaukwu","Owan East",NA,0.25,0.25,0.49,0,-1,2028,-1,NA
"6770","Ohimini","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2028,-1,NA
"6771","Oji-River","Oru West",NA,0.411077428,0.411077428,0.49,0,-1,2028,-1,NA
"6772","Ojo","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2028,-1,NA
"6773","Oju","Oke-Ero",NA,0.066412872,0.066412872,0.49,0,-1,2028,-1,NA
"6774","Oke-Ero","Oke-Ero",NA,0.4,0.4,0.49,0,-1,2028,-1,NA
"6775","Okehi","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2028,-1,NA
"6776","Okene","Owan East",NA,0.073066858,0.073066858,0.49,0,-1,2028,-1,NA
"6777","Okigwe","Ngor-Okpala",NA,0.333333333,0.333333333,0.49,0,-1,2028,-1,NA
"6778","Okitipupa","Owan East",NA,0.278942779,0.278942779,0.49,0,-1,2028,-1,NA
"6779","Okobo","Nsit Ubium",NA,0.297727761,0.297727761,0.49,0,-1,2028,-1,NA
"6780","Okpe","Isoko South",NA,0.12159624,0.12159624,0.49,0,-1,2028,-1,NA
"6781","Okpokwu","Akinyele",NA,0.142857143,0.142857143,0.49,0,-1,2028,-1,NA
"6782","Okrika","Nsit Ubium",NA,0.561288113,0.561288113,0.49,0,-1,2028,-1,NA
"6783","Olamabolo","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2028,-1,NA
"6784","Ola-oluwa","Owan East",NA,0.333333333,0.333333333,0.49,0,-1,2028,-1,NA
"6785","Olorunda","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2028,-1,NA
"6786","Olorunsogo","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2028,-1,NA
"6787","Oluyole","Oke-Ero",NA,0.246839589,0.246839589,0.49,0,-1,2028,-1,NA
"6788","Omala","Keana",NA,0.177187213,0.177187213,0.49,0,-1,2028,-1,NA
"6789","Omumma","Ngor-Okpala",NA,0.071010918,0.071010918,0.49,0,-1,2028,-1,NA
"6790","Ona-Ara","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2028,-1,NA
"6791","Ondo East","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2028,-1,NA
"6792","Ondo West","Akinyele",NA,0.154926235,0.154926235,0.49,0,-1,2028,-1,NA
"6793","Onicha","Obubra",NA,0.375690614,0.375690614,0.49,0,-1,2028,-1,NA
